Category,Disease,Clinical_Feature,Importance,Rank
Cardiovascular,Peripheral_arterial_disease,Age first had sexual intercourse,0.14667015,2
Cardiovascular,Peripheral_arterial_disease,Walking pace: Steady/average,0.14536951,3
Cardiovascular,Peripheral_arterial_disease,Time spent using computer,0.13101456,4
Cardiovascular,Peripheral_arterial_disease,Walking pace: Slow,0.12578668,5
Cardiovascular,Peripheral_arterial_disease,Diet change: No,0.124846585,6
Cardiovascular,Peripheral_arterial_disease,Past smoking: Occasional,0.12237897,7
Cardiovascular,Peripheral_arterial_disease,Days/week of vigorous physical activity,0.11406304,8
Cardiovascular,Peripheral_arterial_disease,Coffee intake,0.11221513,9
Cardiovascular,Peripheral_arterial_disease,Insomnia: Sometimes,0.10975242,10
Cardiovascular,Peripheral_arterial_disease,Smoking: Never,0.109173946,11
Cardiovascular,Peripheral_arterial_disease,Diet change: Yes (illness),0.105467826,12
Cardiovascular,Peripheral_arterial_disease,Alcohol vs 10yrs ago: More now,0.10273688,13
Cardiovascular,Peripheral_arterial_disease,Time spent outdoors in summer,0.10166912,14
Cardiovascular,Peripheral_arterial_disease,Poultry: 2-4/week,0.09393032,15
Cardiovascular,Peripheral_arterial_disease,Pork: <1/week,0.09341967,16
Cardiovascular,Peripheral_arterial_disease,Father: Heart disease,0.09294765,17
Cardiovascular,Peripheral_arterial_disease,Days/week of moderate physical activity,0.091830835,18
Cardiovascular,Peripheral_arterial_disease,Cereal intake,0.08890394,19
Cardiovascular,Peripheral_arterial_disease,Drive faster: Sometimes,0.08781431,20
Cardiovascular,Peripheral_arterial_disease,Cereal: Oat (Porridge),0.08755307,21
Cardiovascular,Peripheral_arterial_disease,Non-oily fish: 1/week,0.08699493,22
Cardiovascular,Peripheral_arterial_disease,Past smoking: Never,0.086694136,23
Cardiovascular,Peripheral_arterial_disease,Ever smoked: No,0.08343506,24
Cardiovascular,Peripheral_arterial_disease,Tea intake,0.08176488,25
Cardiovascular,Primary_pulmonary_hypertension,Walking pace: Brisk,0.1869266,1
Cardiovascular,Primary_pulmonary_hypertension,Time spent outdoors in summer,0.18201394,2
Cardiovascular,Primary_pulmonary_hypertension,Facial ageing: Younger than you are,0.16907161,3
Cardiovascular,Primary_pulmonary_hypertension,Insomnia: Sometimes,0.1248207,4
Cardiovascular,Primary_pulmonary_hypertension,Chronotype: More evening,0.11590859,5
Cardiovascular,Primary_pulmonary_hypertension,Poultry: 2-4/week,0.112443596,6
Cardiovascular,Primary_pulmonary_hypertension,Mother: High blood pressure,0.10944883,7
Cardiovascular,Primary_pulmonary_hypertension,Days/week of moderate physical activity,0.102858834,8
Cardiovascular,Primary_pulmonary_hypertension,Salt added: Never/rarely,0.10025928,9
Cardiovascular,Primary_pulmonary_hypertension,Duration of walks,0.09963621,10
Cardiovascular,Primary_pulmonary_hypertension,Cooked vegetable intake,0.0981138,11
Cardiovascular,Primary_pulmonary_hypertension,Mobile use: More than eight years,0.09400746,12
Cardiovascular,Primary_pulmonary_hypertension,Coffee intake,0.08996679,13
Cardiovascular,Primary_pulmonary_hypertension,Bread intake,0.08915876,14
Cardiovascular,Primary_pulmonary_hypertension,Drive faster than limit: Never/rarely,0.08695834,15
Cardiovascular,Primary_pulmonary_hypertension,Diet variation: Never/rarely,0.08603781,16
Cardiovascular,Primary_pulmonary_hypertension,Bread: Wholemeal,0.085413106,17
Cardiovascular,Primary_pulmonary_hypertension,Days/week of walk 10+ mins,0.08472473,18
Cardiovascular,Primary_pulmonary_hypertension,Time spent outdoors in winter,0.08321008,19
Cardiovascular,Primary_pulmonary_hypertension,Alcohol vs 10yrs ago: Less now,0.079615444,20
Cardiovascular,Primary_pulmonary_hypertension,Insomnia: Usually,0.078517124,21
Cardiovascular,Primary_pulmonary_hypertension,Milk: Semi-skimmed,0.07819141,22
Cardiovascular,Primary_pulmonary_hypertension,Skin colour: Fair,0.07718974,23
Cardiovascular,Primary_pulmonary_hypertension,Sleep duration,0.07535843,24
Cardiovascular,Primary_pulmonary_hypertension,Days/week of vigorous physical activity,0.07366135,25
Cardiovascular,Raynaud_syndrome,Time spent outdoors in summer,0.10333321,1
Cardiovascular,Raynaud_syndrome,Bread intake,0.10198003,2
Cardiovascular,Raynaud_syndrome,Time spent using computer,0.10144682,3
Cardiovascular,Raynaud_syndrome,Time spent watching TV,0.0974284,4
Cardiovascular,Raynaud_syndrome,Cereal intake,0.08233665,5
Cardiovascular,Raynaud_syndrome,Coffee intake,0.081345305,6
Cardiovascular,Raynaud_syndrome,Beef: <1/week,0.080219895,7
Cardiovascular,Raynaud_syndrome,Walking pace: Brisk,0.079552166,8
Cardiovascular,Raynaud_syndrome,Days/week of walk 10+ mins,0.0757534,9
Cardiovascular,Raynaud_syndrome,Milk: Semi-skimmed,0.07461225,10
Cardiovascular,Raynaud_syndrome,Hair colour: Dark brown,0.07351075,11
Cardiovascular,Raynaud_syndrome,Raw vegetable intake,0.072752446,12
Cardiovascular,Raynaud_syndrome,Snoring: Yes,0.07070632,13
Cardiovascular,Raynaud_syndrome,Days/week of vigorous physical activity,0.069870375,14
Cardiovascular,Raynaud_syndrome,Salt added: Never/rarely,0.06685696,15
Cardiovascular,Raynaud_syndrome,Drive faster: Sometimes,0.061571456,16
Cardiovascular,Raynaud_syndrome,Alcohol vs 10yrs ago: Less now,0.06116813,17
Cardiovascular,Raynaud_syndrome,Oily fish: <1/week,0.060442317,18
Cardiovascular,Raynaud_syndrome,Age first had sexual intercourse,0.058858275,19
Cardiovascular,Raynaud_syndrome,Pork: <1/week,0.057864677,20
Cardiovascular,Raynaud_syndrome,Fresh fruit intake,0.057799704,21
Cardiovascular,Raynaud_syndrome,Sleep duration,0.057742134,22
Cardiovascular,Raynaud_syndrome,Facial ageing: Younger than you are,0.05653369,23
Cardiovascular,Raynaud_syndrome,Water intake,0.05604552,24
Cardiovascular,Raynaud_syndrome,Poultry: 1/week,0.055845838,25
Cardiovascular,Right_bundle_branch_block,Time spent watching TV,0.14198226,1
Cardiovascular,Right_bundle_branch_block,Tea intake,0.12208893,2
Cardiovascular,Right_bundle_branch_block,Time spent outdoors in summer,0.10765674,3
Cardiovascular,Right_bundle_branch_block,Smoking: Never,0.102376446,4
Cardiovascular,Right_bundle_branch_block,Fresh fruit intake,0.08476296,5
Cardiovascular,Right_bundle_branch_block,Mobile use: More than eight years,0.08333801,6
Cardiovascular,Right_bundle_branch_block,Time spent using computer,0.07782012,7
Cardiovascular,Right_bundle_branch_block,Alcohol vs 10yrs ago: About the same,0.07758842,8
Cardiovascular,Right_bundle_branch_block,Water intake,0.07646372,9
Cardiovascular,Right_bundle_branch_block,Bread intake,0.076103866,10
Cardiovascular,Right_bundle_branch_block,Days/week of vigorous physical activity,0.0736971,11
Cardiovascular,Right_bundle_branch_block,Smoking: Previous,0.0727521,12
Cardiovascular,Right_bundle_branch_block,Mother: High blood pressure,0.06976878,13
Cardiovascular,Right_bundle_branch_block,Duration of walks,0.06799524,14
Cardiovascular,Right_bundle_branch_block,Non-oily fish: 1/week,0.067146,15
Cardiovascular,Right_bundle_branch_block,Sleep duration,0.06673916,16
Cardiovascular,Right_bundle_branch_block,Time spent outdoors in winter,0.06649337,17
Cardiovascular,Right_bundle_branch_block,Past smoking: Never,0.06562782,18
Cardiovascular,Right_bundle_branch_block,Diet change: Yes (other),0.065506905,19
Cardiovascular,Right_bundle_branch_block,Sun protection: Most times,0.06396104,20
Cardiovascular,Right_bundle_branch_block,Hair colour: Dark brown,0.06340356,21
Cardiovascular,Right_bundle_branch_block,Coffee intake,0.060865786,22
Cardiovascular,Right_bundle_branch_block,Diet variation: Sometimes,0.05974919,23
Cardiovascular,Right_bundle_branch_block,Mobile freq: 5-29 mins,0.0581636,24
Cardiovascular,Right_bundle_branch_block,Walking pace: Steady/average,0.05808233,25
Cardiovascular,Stable_angina,Mother: Heart disease,0.15577993,1
Cardiovascular,Stable_angina,Father: Heart disease,0.14657257,2
Cardiovascular,Stable_angina,Walking pace: Brisk,0.13393833,3
Cardiovascular,Stable_angina,Days/week of moderate physical activity,0.11253165,4
Cardiovascular,Stable_angina,Time spent watching TV,0.11050124,5
Cardiovascular,Stable_angina,Diet change: No,0.10532621,6
Cardiovascular,Stable_angina,Diet change: Yes (illness),0.09439062,7
Cardiovascular,Stable_angina,Daytime nap: Never/rarely,0.088694304,8
Cardiovascular,Stable_angina,Skin tanning: Get very tanned,0.08780379,9
Cardiovascular,Stable_angina,Dried fruit intake,0.072684824,10
Cardiovascular,Stable_angina,Days/week of vigorous physical activity,0.07001182,11
Cardiovascular,Stable_angina,Ever smoked: Yes,0.06838412,12
Cardiovascular,Stable_angina,Cheese: <1/week,0.06534294,13
Cardiovascular,Stable_angina,Get up: Very easy,0.06430919,14
Cardiovascular,Stable_angina,Mother: High blood pressure,0.06132031,15
Cardiovascular,Stable_angina,Duration of walks,0.05999845,16
Cardiovascular,Stable_angina,Mobile use: Five to eight years,0.058146335,17
Cardiovascular,Stable_angina,Time spent outdoors in winter,0.05789906,18
Cardiovascular,Stable_angina,Smoking: Never,0.057392605,19
Cardiovascular,Stable_angina,Time spent outdoors in summer,0.056749433,20
Cardiovascular,Stable_angina,Snoring: Yes,0.053958472,21
Cardiovascular,Stable_angina,Days/week of walk 10+ mins,0.053787988,22
Cardiovascular,Stable_angina,Daytime dozing: Never/rarely,0.053701643,23
Cardiovascular,Stable_angina,Insomnia: Usually,0.053184856,24
Cardiovascular,Stable_angina,Fresh fruit intake,0.05312245,25
Cardiovascular,Supraventricular_tachycardia,Time spent watching TV,0.051243257,1
Cardiovascular,Supraventricular_tachycardia,Days/week of vigorous physical activity,0.048361417,2
Cardiovascular,Supraventricular_tachycardia,Duration of walks,0.042699642,3
Cardiovascular,Supraventricular_tachycardia,Smoking: Previous,0.036107905,4
Cardiovascular,Supraventricular_tachycardia,Cooked vegetable intake,0.034211505,5
Cardiovascular,Supraventricular_tachycardia,Hair colour: Dark brown,0.0334179,6
Cardiovascular,Supraventricular_tachycardia,Days/week of walk 10+ mins,0.03238768,7
Cardiovascular,Supraventricular_tachycardia,Cereal intake,0.03213166,8
Cardiovascular,Supraventricular_tachycardia,Ever smoked: Yes,0.03151586,9
Cardiovascular,Supraventricular_tachycardia,Water intake,0.03142719,10
Cardiovascular,Supraventricular_tachycardia,Coffee intake,0.031092912,11
Cardiovascular,Supraventricular_tachycardia,Get up: Fairly easy,0.031077495,12
Cardiovascular,Supraventricular_tachycardia,Time spent outdoors in summer,0.029789843,13
Cardiovascular,Supraventricular_tachycardia,Sleep duration,0.02940629,14
Cardiovascular,Supraventricular_tachycardia,Bread intake,0.02897356,15
Cardiovascular,Supraventricular_tachycardia,Tea intake,0.026692964,16
Cardiovascular,Supraventricular_tachycardia,Days/week of moderate physical activity,0.026587391,17
Cardiovascular,Supraventricular_tachycardia,Salt added: Never/rarely,0.026577447,18
Cardiovascular,Supraventricular_tachycardia,Milk: Semi-skimmed,0.026438966,19
Cardiovascular,Supraventricular_tachycardia,Sun protection: Most times,0.025561988,20
Cardiovascular,Supraventricular_tachycardia,Mobile hand: Left,0.024558159,21
Cardiovascular,Supraventricular_tachycardia,Fresh fruit intake,0.024551257,22
Cardiovascular,Supraventricular_tachycardia,Spread: Butter,0.024349386,23
Cardiovascular,Supraventricular_tachycardia,Time spent driving,0.023927448,24
Cardiovascular,Supraventricular_tachycardia,Age first had sexual intercourse,0.023691893,25
Cardiovascular,Transient_ischaemic_attack,Days/week of moderate physical activity,0.027645528,1
Cardiovascular,Transient_ischaemic_attack,Daytime nap: Never/rarely,0.021379605,2
Cardiovascular,Transient_ischaemic_attack,Time spent outdoors in summer,0.021100432,3
Cardiovascular,Transient_ischaemic_attack,Time spent watching TV,0.019208632,4
Cardiovascular,Transient_ischaemic_attack,Coffee intake,0.016271723,5
Cardiovascular,Transient_ischaemic_attack,Days/week of vigorous physical activity,0.016179435,6
Cardiovascular,Transient_ischaemic_attack,Raw vegetable intake,0.014263876,7
Cardiovascular,Transient_ischaemic_attack,Insomnia: Sometimes,0.014147705,8
Cardiovascular,Transient_ischaemic_attack,Dried fruit intake,0.014116439,9
Cardiovascular,Transient_ischaemic_attack,Daytime nap: Sometimes,0.014108943,10
Cardiovascular,Transient_ischaemic_attack,Ever smoked: No,0.013743025,11
Cardiovascular,Transient_ischaemic_attack,Cereal intake,0.013154083,12
Cardiovascular,Transient_ischaemic_attack,Chronotype: More morning,0.012687819,13
Cardiovascular,Transient_ischaemic_attack,Snoring: Yes,0.012600168,14
Cardiovascular,Transient_ischaemic_attack,Walking pace: Steady/average,0.012574714,15
Cardiovascular,Transient_ischaemic_attack,Walking pace: Brisk,0.012540183,16
Cardiovascular,Transient_ischaemic_attack,Bread: Wholemeal,0.012519014,17
Cardiovascular,Transient_ischaemic_attack,Days/week of walk 10+ mins,0.012354048,18
Cardiovascular,Transient_ischaemic_attack,Water intake,0.011890893,19
Cardiovascular,Transient_ischaemic_attack,Time spent using computer,0.011847115,20
Cardiovascular,Transient_ischaemic_attack,Smoking: Previous,0.01156581,21
Cardiovascular,Transient_ischaemic_attack,Bread intake,0.011405196,22
Cardiovascular,Transient_ischaemic_attack,Insomnia: Usually,0.011264434,23
Cardiovascular,Transient_ischaemic_attack,Milk: Semi-skimmed,0.011068584,24
Cardiovascular,Transient_ischaemic_attack,Smoking: Never,0.011063824,25
Cardiovascular,Unstable_Angina,Bread intake,0.03256358,1
Cardiovascular,Unstable_Angina,Time spent watching TV,0.031880233,2
Cardiovascular,Unstable_Angina,Time spent outdoors in winter,0.031569377,3
Cardiovascular,Unstable_Angina,Water intake,0.031233573,4
Cardiovascular,Unstable_Angina,Days/week of walk 10+ mins,0.029478114,5
Cardiovascular,Unstable_Angina,Insomnia: Sometimes,0.029449929,6
Cardiovascular,Unstable_Angina,Cereal intake,0.027946232,7
Cardiovascular,Unstable_Angina,Salt added: Sometimes,0.027385222,8
Cardiovascular,Unstable_Angina,Time spent driving,0.026877629,9
Cardiovascular,Unstable_Angina,Fresh fruit intake,0.026784707,10
Cardiovascular,Unstable_Angina,Duration of walks,0.02662819,11
Cardiovascular,Unstable_Angina,Tea intake,0.026520185,12
Cardiovascular,Unstable_Angina,Daytime nap: Never/rarely,0.025458094,13
Cardiovascular,Unstable_Angina,Ever smoked: Yes,0.025410926,14
Cardiovascular,Unstable_Angina,Days/week of moderate physical activity,0.02507961,15
Cardiovascular,Unstable_Angina,Daytime nap: Sometimes,0.02506917,16
Cardiovascular,Unstable_Angina,Past smoking: Never,0.024943924,17
Cardiovascular,Unstable_Angina,Poultry: 2-4/week,0.024722487,18
Cardiovascular,Unstable_Angina,Coffee intake,0.024622394,19
Cardiovascular,Unstable_Angina,Facial ageing: Younger than you are,0.024396613,20
Cardiovascular,Unstable_Angina,Time spent outdoors in summer,0.023548795,21
Cardiovascular,Unstable_Angina,Diet change: No,0.02325444,22
Cardiovascular,Unstable_Angina,Days/week of vigorous physical activity,0.023203472,23
Cardiovascular,Unstable_Angina,Sleep duration,0.023180455,24
Cardiovascular,Unstable_Angina,Father: Heart disease,0.022906872,25
Cardiovascular,Venous_thromboembolic_disease,Time spent outdoors in summer,0.076715566,1
Cardiovascular,Venous_thromboembolic_disease,Time spent watching TV,0.07243936,2
Cardiovascular,Venous_thromboembolic_disease,Mother: High blood pressure,0.068953365,3
Cardiovascular,Venous_thromboembolic_disease,Time spent using computer,0.061455112,4
Cardiovascular,Venous_thromboembolic_disease,Non-oily fish: <1/week,0.056395303,5
Cardiovascular,Venous_thromboembolic_disease,Days/week of walk 10+ mins,0.05596642,6
Cardiovascular,Venous_thromboembolic_disease,Diet change: No,0.049338646,7
Cardiovascular,Venous_thromboembolic_disease,Past smoking: Never,0.048315976,8
Cardiovascular,Venous_thromboembolic_disease,Fresh fruit intake,0.046548028,9
Cardiovascular,Venous_thromboembolic_disease,Bread intake,0.045579772,10
Cardiovascular,Venous_thromboembolic_disease,Water intake,0.045175165,11
Cardiovascular,Venous_thromboembolic_disease,Days/week of vigorous physical activity,0.045109354,12
Cardiovascular,Venous_thromboembolic_disease,Salt added: Sometimes,0.04347701,13
Cardiovascular,Venous_thromboembolic_disease,Ever smoked: No,0.04166987,14
Cardiovascular,Venous_thromboembolic_disease,Facial ageing: Younger than you are,0.040897287,15
Cardiovascular,Venous_thromboembolic_disease,Cooked vegetable intake,0.040457364,16
Cardiovascular,Venous_thromboembolic_disease,Cereal intake,0.03914344,17
Cardiovascular,Venous_thromboembolic_disease,Daytime nap: Never/rarely,0.038539026,18
Cardiovascular,Venous_thromboembolic_disease,Hair colour: Light brown,0.037161957,19
Cardiovascular,Venous_thromboembolic_disease,Time spent outdoors in winter,0.03668791,20
Cardiovascular,Venous_thromboembolic_disease,Mobile use: More than eight years,0.036189936,21
Cardiovascular,Venous_thromboembolic_disease,Poultry: 1/week,0.035696562,22
Cardiovascular,Venous_thromboembolic_disease,Snoring: Yes,0.03491701,23
Cardiovascular,Venous_thromboembolic_disease,Skin colour: Fair,0.03471947,24
Cardiovascular,Venous_thromboembolic_disease,Bread: Wholemeal,0.033350807,25
Digestive,Peptic_ulcer_disease,Time spent watching TV,0.065182574,1
Digestive,Peptic_ulcer_disease,Cereal intake,0.053199925,2
Digestive,Peptic_ulcer_disease,Bread intake,0.051511914,3
Digestive,Peptic_ulcer_disease,Water intake,0.049836412,4
Digestive,Peptic_ulcer_disease,Smoking: Never,0.04733402,5
Digestive,Peptic_ulcer_disease,Days/week of vigorous physical activity,0.04181398,6
Digestive,Peptic_ulcer_disease,Bread: Wholemeal,0.03903522,7
Digestive,Peptic_ulcer_disease,Tea intake,0.03854867,8
Digestive,Peptic_ulcer_disease,Days/week of moderate physical activity,0.038206648,9
Digestive,Peptic_ulcer_disease,Daytime nap: Sometimes,0.0370136,10
Digestive,Peptic_ulcer_disease,Time spent driving,0.03624904,11
Digestive,Peptic_ulcer_disease,Oily fish: 1/week,0.036123276,12
Digestive,Peptic_ulcer_disease,Diet variation: Never/rarely,0.03490781,13
Digestive,Peptic_ulcer_disease,Time spent outdoors in summer,0.0346138,14
Digestive,Peptic_ulcer_disease,Walking pace: Brisk,0.034219358,15
Digestive,Peptic_ulcer_disease,Drive faster: Sometimes,0.03237768,16
Digestive,Peptic_ulcer_disease,Days/week of walk 10+ mins,0.031702515,17
Digestive,Peptic_ulcer_disease,Coffee intake,0.031038746,18
Digestive,Peptic_ulcer_disease,Non-oily fish: <1/week,0.03098091,19
Digestive,Peptic_ulcer_disease,Cereal: Biscuit (Weetabix),0.030384673,20
Digestive,Peptic_ulcer_disease,Mother: High blood pressure,0.029694393,21
Digestive,Peptic_ulcer_disease,Salt added: Never/rarely,0.029611256,22
Digestive,Peptic_ulcer_disease,Poultry: 1/week,0.028530542,23
Digestive,Peptic_ulcer_disease,Stair climbing: 6-10 times,0.028150037,24
Digestive,Peptic_ulcer_disease,Ever smoked: No,0.027853819,25
Digestive,Oesophagitis_and_oesophageal_ulcer,Water intake,0.16149396,1
Digestive,Oesophagitis_and_oesophageal_ulcer,Insomnia: Usually,0.1359286,2
Digestive,Oesophagitis_and_oesophageal_ulcer,Time spent watching TV,0.122574076,3
Digestive,Oesophagitis_and_oesophageal_ulcer,Time spent outdoors in summer,0.1184638,4
Digestive,Oesophagitis_and_oesophageal_ulcer,Raw vegetable intake,0.11498018,5
Digestive,Oesophagitis_and_oesophageal_ulcer,Cheese: <1/week,0.10955889,6
Digestive,Oesophagitis_and_oesophageal_ulcer,Skin colour: Fair,0.10832109,7
Digestive,Oesophagitis_and_oesophageal_ulcer,Days/week of vigorous physical activity,0.10775978,8
Digestive,Oesophagitis_and_oesophageal_ulcer,Coffee intake,0.104926705,9
Digestive,Oesophagitis_and_oesophageal_ulcer,Hot drink temp: Hot,0.09722333,10
Digestive,Oesophagitis_and_oesophageal_ulcer,Cereal intake,0.09623314,11
Digestive,Oesophagitis_and_oesophageal_ulcer,Bread intake,0.090282865,12
Digestive,Oesophagitis_and_oesophageal_ulcer,Chronotype: More morning,0.087446555,13
Digestive,Oesophagitis_and_oesophageal_ulcer,Non-oily fish: 1/week,0.0855694,14
Digestive,Oesophagitis_and_oesophageal_ulcer,Facial ageing: Younger than you are,0.08269665,15
Digestive,Oesophagitis_and_oesophageal_ulcer,Diet change: No,0.08182107,16
Digestive,Oesophagitis_and_oesophageal_ulcer,Days/week of walk 10+ mins,0.07837136,17
Digestive,Oesophagitis_and_oesophageal_ulcer,Duration of walks,0.07798964,18
Digestive,Oesophagitis_and_oesophageal_ulcer,Time spent using computer,0.07780019,19
Digestive,Oesophagitis_and_oesophageal_ulcer,Mobile hand: Right,0.076282375,20
Digestive,Oesophagitis_and_oesophageal_ulcer,Salt added: Never/rarely,0.07584992,21
Digestive,Oesophagitis_and_oesophageal_ulcer,Sun protection: Most times,0.07293658,22
Digestive,Oesophagitis_and_oesophageal_ulcer,Insomnia: Sometimes,0.0724072,23
Digestive,Oesophagitis_and_oesophageal_ulcer,Skin tanning: Get very tanned,0.07072256,24
Digestive,Oesophagitis_and_oesophageal_ulcer,Smoking: Never,0.070582606,25
Digestive,Irritable_bowel_syndrome,Drive faster than limit: Never/rarely,0.10521142,1
Digestive,Irritable_bowel_syndrome,Days/week of moderate physical activity,0.10148458,2
Digestive,Irritable_bowel_syndrome,Walking pace: Brisk,0.0863399,3
Digestive,Irritable_bowel_syndrome,Coffee intake,0.08153265,4
Digestive,Irritable_bowel_syndrome,Sleep duration,0.07689543,5
Digestive,Irritable_bowel_syndrome,Diet change: No,0.07683362,6
Digestive,Irritable_bowel_syndrome,Insomnia: Sometimes,0.074632235,7
Digestive,Irritable_bowel_syndrome,Water intake,0.07392875,8
Digestive,Irritable_bowel_syndrome,Time spent outdoors in winter,0.072356574,9
Digestive,Irritable_bowel_syndrome,Time spent watching TV,0.07054539,10
Digestive,Irritable_bowel_syndrome,Cheese: 2-4/week,0.065611735,11
Digestive,Irritable_bowel_syndrome,Stair climbing: 6-10 times,0.065258935,12
Digestive,Irritable_bowel_syndrome,Diet change: Yes (other),0.06485676,13
Digestive,Irritable_bowel_syndrome,Bread: White,0.064046875,14
Digestive,Irritable_bowel_syndrome,Insomnia: Never/rarely,0.06377374,15
Digestive,Irritable_bowel_syndrome,Days/week of walk 10+ mins,0.06093764,16
Digestive,Irritable_bowel_syndrome,Chronotype: More evening,0.060526475,17
Digestive,Irritable_bowel_syndrome,Age first had sexual intercourse,0.059764124,18
Digestive,Irritable_bowel_syndrome,Bread: Wholemeal,0.057560943,19
Digestive,Irritable_bowel_syndrome,Days/week of vigorous physical activity,0.055372454,20
Digestive,Irritable_bowel_syndrome,Insomnia: Usually,0.05532973,21
Digestive,Irritable_bowel_syndrome,Cereal intake,0.054080937,22
Digestive,Irritable_bowel_syndrome,Time spent using computer,0.05320803,23
Digestive,Irritable_bowel_syndrome,Mother: High blood pressure,0.053184874,24
Digestive,Irritable_bowel_syndrome,Alcohol: 3-4/week,0.052648865,25
Digestive,Fatty_Liver,Days/week of moderate physical activity,0.057547938,1
Digestive,Fatty_Liver,Cereal intake,0.040843837,2
Digestive,Fatty_Liver,Time spent driving,0.04038558,3
Digestive,Fatty_Liver,Water intake,0.040234372,4
Digestive,Fatty_Liver,Diet change: Yes (other),0.037742946,5
Digestive,Fatty_Liver,Alcohol vs 10yrs ago: Less now,0.036588185,6
Digestive,Fatty_Liver,Days/week of walk 10+ mins,0.03616866,7
Digestive,Fatty_Liver,Smoking: Never,0.033311393,8
Digestive,Fatty_Liver,Bread intake,0.032337677,9
Digestive,Fatty_Liver,Non-oily fish: 1/week,0.031787176,10
Digestive,Fatty_Liver,Time spent outdoors in winter,0.030859122,11
Digestive,Fatty_Liver,Daytime nap: Never/rarely,0.030651191,12
Digestive,Fatty_Liver,Sleep duration,0.030625777,13
Digestive,Fatty_Liver,Duration of walks,0.029298546,14
Digestive,Fatty_Liver,Time spent watching TV,0.028979264,15
Digestive,Fatty_Liver,Hands-free use: Never or almost never,0.028798483,16
Digestive,Fatty_Liver,Time spent outdoors in summer,0.028577227,17
Digestive,Fatty_Liver,Dried fruit intake,0.028213134,18
Digestive,Fatty_Liver,Oily fish: 1/week,0.028093278,19
Digestive,Fatty_Liver,Tea intake,0.028019613,20
Digestive,Fatty_Liver,Coffee intake,0.027530717,21
Digestive,Fatty_Liver,Bread: Wholemeal,0.026233144,22
Digestive,Fatty_Liver,Sun protection: Most times,0.025906969,23
Digestive,Fatty_Liver,Days/week of vigorous physical activity,0.025678018,24
Digestive,Fatty_Liver,Diet change: No,0.025424827,25
Digestive,Diaphragmatic_hernia,Insomnia: Usually,0.14057256,1
Digestive,Diaphragmatic_hernia,Get up: Fairly easy,0.12575889,2
Digestive,Diaphragmatic_hernia,Sun protection: Most times,0.12505493,3
Digestive,Diaphragmatic_hernia,Tea intake,0.11931257,4
Digestive,Diaphragmatic_hernia,Sun protection: Always,0.087633125,5
Digestive,Diaphragmatic_hernia,Stair climbing: 6-10 times,0.08321956,6
Digestive,Diaphragmatic_hernia,Time spent watching TV,0.08191925,7
Digestive,Diaphragmatic_hernia,Smoking: Never,0.079454735,8
Digestive,Diaphragmatic_hernia,Diet change: No,0.071876004,9
Digestive,Diaphragmatic_hernia,Poultry: 1/week,0.0716897,10
Digestive,Diaphragmatic_hernia,Walking pace: Steady/average,0.07144456,11
Digestive,Diaphragmatic_hernia,Insomnia: Never/rarely,0.07137983,12
Digestive,Diaphragmatic_hernia,Smoking: Previous,0.06801968,13
Digestive,Diaphragmatic_hernia,Raw vegetable intake,0.06718575,14
Digestive,Diaphragmatic_hernia,Drive faster than limit: Never/rarely,0.0669227,15
Digestive,Diaphragmatic_hernia,Past smoking: Most/all days,0.06675253,16
Digestive,Diaphragmatic_hernia,Cereal: Oat (Porridge),0.06545824,17
Digestive,Diaphragmatic_hernia,Sleep duration,0.06361947,18
Digestive,Diaphragmatic_hernia,"Skin tanning: Never tan, only burn",0.06196306,19
Digestive,Diaphragmatic_hernia,Chronotype: Definite morning,0.061858624,20
Digestive,Diaphragmatic_hernia,Cheese: <1/week,0.06125199,21
Digestive,Diaphragmatic_hernia,Alcohol: 3-4/week,0.0597922,22
Digestive,Diaphragmatic_hernia,Oily fish: 2-4/week,0.059743423,23
Digestive,Diaphragmatic_hernia,Salt added: Sometimes,0.059199944,24
Digestive,Diaphragmatic_hernia,Time spent driving,0.057174746,25
Digestive,Abdominal_Hernia,Water intake,0.11734539,1
Digestive,Abdominal_Hernia,Bread intake,0.10907215,2
Digestive,Abdominal_Hernia,Days/week of vigorous physical activity,0.09521902,3
Digestive,Abdominal_Hernia,Get up: Fairly easy,0.07806691,4
Digestive,Abdominal_Hernia,Snoring: No,0.06930903,5
Digestive,Abdominal_Hernia,Hair colour: Light brown,0.062448617,6
Digestive,Abdominal_Hernia,Facial ageing: Younger than you are,0.061366227,7
Digestive,Abdominal_Hernia,Cereal intake,0.05941898,8
Digestive,Abdominal_Hernia,Hands-free use: Never or almost never,0.05693977,9
Digestive,Abdominal_Hernia,Sun protection: Sometimes,0.055835076,10
Digestive,Abdominal_Hernia,Beef: <1/week,0.052550424,11
Digestive,Abdominal_Hernia,Bread: White,0.051373247,12
Digestive,Abdominal_Hernia,Daytime nap: Never/rarely,0.050700385,13
Digestive,Abdominal_Hernia,Daytime nap: Sometimes,0.050402198,14
Digestive,Abdominal_Hernia,Sleep duration,0.04628067,15
Digestive,Abdominal_Hernia,Alcohol vs 10yrs ago: Less now,0.046277292,16
Digestive,Abdominal_Hernia,Skin colour: Fair,0.04624364,17
Digestive,Abdominal_Hernia,Mobile hand: Right,0.045497578,18
Digestive,Abdominal_Hernia,Mobile freq: 5-29 mins,0.045089334,19
Digestive,Abdominal_Hernia,Sun protection: Always,0.043898594,20
