Source,Target,Conn
SERP2,MUC1,0.693418231634
SERP2,NEMP1,0.722899298181
SERP2,OPRM1,0.806170634153
SERP2,PSEN1,0.35
SERP2,PTGES,0.56
SERP2,RETREG3,0.698677093935
SERP2,RNASEK,0.56
SERP2,SCN3B,0.56
SERP2,SLC10A6,0.660121788909
SERP2,SLC30A4,0.682228738308
SERP2,SLC38A1,0.792508125325
SERP2,SLC38A7,0.796065340889
SERP2,SPACA1,0.729416525042
SERP2,STOM,0.709871986002
SERP2,STX1A,0.895744071186
SERP2,TIMMDC1,0.56
SERP2,TM4SF18,0.745509051648
SERP2,TM4SF19,0.56
SERP2,TMED8,0.819124213495
SERP2,TMEM106C,0.832196456328
SERP2,TMEM14B,0.708808345698
SERP2,TMEM179B,0.715905097154
SERP2,TMEM237,0.801499984272
SERP2,TMEM80,0.716623504438
SERP2,TMX2,0.56
SERPINA1,CANX,0.4
SERPINA1,ELANE,0.59
SERPINA1,ERGIC3,0.52
SERPINA1,GSDMB,0.37
SERPINA1,LMAN1,0.4
SERPINA1,RAP2A,0.059
SERPINA1,SDC2,0.37
SERPINA1,SERPINA1,0.84
SERPINA1,SSR1,0.52
SERPINA1,TMPRSS2,0.56
SERPINA10,F10,0.56
SERPINA10,FAM20C,0.44
SERPINA10,HSPA13,0.35
SERPINA10,HSPA5,0.35
SERPINA10,MIA2,0.35
SERPINA10,MIA3,0.56
SERPINA10,NADK,0.35
SERPINA10,PLAT,0.35
SERPINA10,PROZ,0.65
SERPINA11,RPL6,0.4
SERPINA12,ADGRV1,0.53
SERPINA12,ASPH,0.35
SERPINA12,CANX,0.35
SERPINA12,CD44,0.35
SERPINA12,COQ9,0.35
SERPINA12,DNAJC3,0.35
SERPINA12,DYNC1H1,0.35
SERPINA12,FAM43A,0.35
SERPINA12,FBXO2,0.35
SERPINA12,ITGA2,0.53
SERPINA12,KIAA0319L,0.35
SERPINA12,KIAA1549,0.35
SERPINA12,LAMB1,0.71
SERPINA12,LRP5,0.53
SERPINA12,MIA2,0.35
SERPINA12,MIA3,0.53
SERPINA12,NONO,0.53
SERPINA12,NUDT9,0.35
SERPINA12,OS9,0.35
SERPINA12,PNPT1,0.64
SERPINA12,PTPRG,0.53
SERPINA12,PVR,0.35
SERPINA12,RETREG2,0.35
SERPINA12,SEZ6L2,0.35
SERPINA12,SUSD5,0.53
SERPINA12,TENM3,0.53
SERPINA12,TSPAN6,0.53
SERPINA12,TXNDC15,0.53
SERPINA12,UBR2,0.35
SERPINA12,UXS1,0.35
SERPINA12,WDR75,0.64
SERPINA3,ABCC5,0.37
SERPINA3,APP,0.56
SERPINA3,CASP6,0.56
SERPINA3,DNAJC1,0.58
SERPINA3,LAMC3,0.37
SERPINA3,LAMP2,0.56
SERPINA3,LMNB1,0.37
SERPINA3,MIA3,0.35
SERPINA3,NECTIN2,0.35
SERPINA3,POLR1H,0.37
SERPINA3,RABGGTA,0.35
SERPINA3,SH3GLB1,0.56
SERPINA3,STUB1,0.56
SERPINA3,VPS33A,0.56
SERPINA4,ARSA,0.35
SERPINA4,CANX,0.56
SERPINA4,CERCAM,0.35
SERPINA4,COL6A2,0.35
SERPINA4,FKBP14,0.69
SERPINA4,GADD45G,0.37
SERPINA4,GALNS,0.35
SERPINA4,GALNT7,0.35
SERPINA4,GNPTG,0.35
SERPINA4,ILK,0.37
SERPINA4,ITGB4,0.35
SERPINA4,MAP4K2,0.37
SERPINA4,NGLY1,0.35
SERPINA4,OS9,0.35
SERPINA4,SERPINA1,0.35
SERPINA4,SIL1,0.35
SERPINA4,TNFRSF14,0.37
SERPINA4,TNNT1,0.37
SERPINA4,UGGT2,0.35
SERPINA4,YAE1,0.37
SERPINA5,ANP32B,0.35
SERPINA5,APOB,0.35
SERPINA5,BCAP29,0.4
SERPINA5,BCAP31,0.4
SERPINA5,CANX,0.35
SERPINA5,CAPZB,0.35
SERPINA5,CCAR2,0.35
SERPINA5,CLIC1,0.35
SERPINA5,CLTC,0.35
SERPINA5,EIF5B,0.35
SERPINA5,EIF6,0.35
SERPINA5,EP300,0.37
SERPINA5,EPS8,0.37
SERPINA5,F2,0.44
SERPINA5,FBXO2,0.53
SERPINA5,FLNA,0.35
SERPINA5,FN1,0.35
SERPINA5,FURIN,0.53
SERPINA5,H1-5,0.4
SERPINA5,HECTD3,0.53
SERPINA5,HGFAC,0.53
SERPINA5,HSP90AA1,0.35
SERPINA5,HSPB1,0.35
SERPINA5,LARS1,0.35
SERPINA5,MASP1,0.44
SERPINA5,MCM2,0.35
SERPINA5,MIA2,0.35
SERPINA5,MIA3,0.35
SERPINA5,MSMO1,0.4
SERPINA5,PGRMC2,0.4
SERPINA5,PIAS4,0.37
SERPINA5,PLEC,0.35
SERPINA5,PRDX6,0.35
SERPINA5,PSPH,0.35
SERPINA5,RPL10A,0.35
SERPINA5,RPL13,0.35
SERPINA5,RPL7,0.35
SERPINA5,RPL8,0.35
SERPINA5,RPS2,0.35
SERPINA5,RPS3,0.35
SERPINA5,RPS6,0.35
SERPINA5,RPS8,0.35
SERPINA5,SEC22B,0.4
SERPINA5,SF3B3,0.35
SERPINA5,UPF1,0.35
SERPINA5,WWOX,0.35
SERPINA5,XPO5,0.35
SERPINA5,ZZEF1,0.53
SERPINA5,B4DTH2,0.35
SERPINA6,COCH,0.53
SERPINA6,DHFR2,0.53
SERPINA6,METRN,0.4
SERPINA6,PAM,0.53
SERPINA6,SERPINF1,0.35
SERPINA7,DHFR2,0.53
SERPINA7,ERF,0.35
SERPINA7,MIA3,0.35
SERPINA7,RTL8C,0.35
SERPINA9,FBXO2,0.4
SERPINB10,SRPK1,0.44
SERPINB11,CPE,0.35
SERPINB11,DNLZ,0.35
SERPINB11,ITPA,0.35
SERPINB11,SIL1,0.35
SERPINB11,TUBA4A,0.35
SERPINB11,WDTC1,0.35
SERPINB11,ZNG1C,0.35
SERPINB13,ADD2,0.35
SERPINB13,BRAF,0.47
SERPINB13,BRAP,0.35
SERPINB13,BSDC1,0.35
SERPINB13,C1ORF198,0.53
SERPINB13,C9ORF78,0.35
SERPINB13,DLG2,0.827709038921
SERPINB13,EGFR,0.27
SERPINB13,GLMP,0.35
SERPINB13,GOLGA2,0.35
SERPINB13,HIGD1A,0.35
SERPINB13,LCP1,0.35
SERPINB13,LRRC4C,0.35
SERPINB13,PLS3,0.35
SERPINB13,PTEN,0.27
SERPINB13,PTPN11,0.27
SERPINB13,RBM14,0.35
SERPINB13,RNF34,0.35
SERPINB13,ROR1,0.53
SERPINB13,SH3GLB1,0.35
SERPINB13,SMARCA4,0.27
SERPINB13,SNCA,0.35
SERPINB13,SPOP,0.27
SERPINB13,TTC4,0.53
SERPINB13,WNK1,0.35
SERPINB2,ARHGAP35,0.53
SERPINB2,ASPSCR1,0.35
SERPINB2,DDX42,0.35
SERPINB2,DIS3,0.53
SERPINB2,DNAJC13,0.53
SERPINB2,EEA1,0.53
SERPINB2,FKBP15,0.35
SERPINB2,GOLGA4,0.35
SERPINB2,HDLBP,0.53
SERPINB2,IFT70A,0.53
SERPINB2,IFT74,0.35
SERPINB2,IFT81,0.53
SERPINB2,KDM3B,0.53
SERPINB2,KLC2,0.53
SERPINB2,LPP,0.53
SERPINB2,MAP2K2,0.53
SERPINB2,MMAB,0.35
SERPINB2,NUP214,0.35
SERPINB2,NUP54,0.35
SERPINB2,OSBP,0.53
SERPINB2,PLAT,0.35
SERPINB2,PLAU,0.35
SERPINB2,PPFIA1,0.35
SERPINB2,PPP1R12A,0.35
SERPINB2,PTK2,0.53
SERPINB2,RALGAPB,0.35
SERPINB2,RAPGEF6,0.35
SERPINB2,RSPRY1,0.53
SERPINB2,SELENOO,0.53
SERPINB2,SYAP1,0.53
SERPINB2,TAB1,0.53
SERPINB2,TAF5,0.35
SERPINB2,TAF5L,0.53
SERPINB2,TBL1X,0.35
SERPINB3,GOT1,0.35
SERPINB3,PDIA3,0.35
SERPINB3,SERPINB4,0.62
SERPINB3,SH3GLB1,0.35
SERPINB4,AIFM1,0.35
SERPINB4,EEF1A2,0.35
SERPINB4,EEF1AKNMT,0.4
SERPINB4,GOT1,0.35
SERPINB4,METTL13,0.35
SERPINB4,PDIA3,0.35
SERPINB4,SERPINB3,0.62
SERPINB4,SLC25A6,0.35
SERPINB4,SPTB,0.35
SERPINB5,ALDH2,0.53
SERPINB5,BCAR3,0.37
SERPINB5,CASP8,0.37
SERPINB5,CBFB,0.35
SERPINB5,DDX46,0.35
SERPINB5,EIF2A,0.53
SERPINB5,ESR1,0.37
SERPINB5,GOT1,0.35
SERPINB5,HDGFL2,0.35
SERPINB5,HMGCS1,0.53
SERPINB5,KRAS,0.37
SERPINB5,NAA50,0.53
SERPINB5,PALB2,0.37
SERPINB5,PFDN5,0.35
SERPINB5,PLS1,0.53
SERPINB5,PRSS21,0.64
SERPINB5,PYM1,0.35
SERPINB5,RAP1BL,0.35
SERPINB5,RHOA,0.35
SERPINB5,SNX3,0.35
SERPINB5,VRK1,0.53
SERPINB5,ZC3H11A,0.35
SERPINB5,ZRANB2,0.35
SERPINB5,ZYX,0.35
SERPINB6,MYCBP2,0.37
SERPINB6,PLAT,0.35
SERPINB6,RIPK1,0.35
SERPINB6,SERPINB8,0.53
SERPINB8,EEIG1,0.35
SERPINB8,GOT1,0.35
SERPINB8,NONO,0.53
SERPINB8,PLXDC2,0.53
SERPINB8,POLR2H,0.35
SERPINB8,SSR3,0.4
SERPINB8,TOX4,0.53
SERPINB9,PPIAL4C,0.35
SERPINB9,ST3GAL3,0.5
SERPINB9,TRAF5,0.891311528785
SERPINC1,BTD,0.53
SERPINC1,F10,0.44
SERPINC1,F2,0.61
SERPINC1,F9,0.44
SERPINC1,FAM20C,0.44
SERPINC1,HSPA5,0.35
SERPINC1,HYOU1,0.35
SERPINC1,NOMO1,0.35
SERPINC1,OS9,0.53
SERPINC1,SERPINC1,0.56
SERPINC1,SUCLG1,0.53
SERPINC1,TEX15,0.53
SERPINC1,TUBB1,0.53
SERPINC1,TUBB8,0.35
SERPINC1,ZNG1A,0.35
SERPIND1,LAMB3,0.35
SERPIND1,NDN,0.35
SERPIND1,UCK2,0.35
SERPIND1,VAT1L,0.59
SERPINE1,ANP32A,0.35
SERPINE1,ERP29,0.35
SERPINE1,GANAB,0.35
SERPINE1,HSD17B11,0.660746079253
SERPINE1,HSP90B1,0.35
SERPINE1,ORM1,0.54
SERPINE1,PITX1,0.56
SERPINE1,PLAT,0.44
SERPINE1,PLAU,0.7
SERPINE1,SGTA,0.924703578436
SERPINE1,SGTB,0.883898855249
SERPINE1,TMEM237,0.801350056606
SERPINE1,UBQLN1,0.56
SERPINE1,UBQLN2,0.8945244185
SERPINE1,UBQLN4,-1.0
SERPINE1,VTN,0.59
SERPINE2,FAM9B,0.56
SERPINE2,GPC1,0.35
SERPINE2,HBD,0.35
SERPINE2,PLAT,0.4
SERPINE2,PLAU,0.35
SERPINE2,SERPINE1,0.35
SERPINF1,COL1A1,0.35
SERPINF1,EPM2AIP1,0.905646223452
SERPINF1,HSPA5,0.62
SERPINF1,IMPACT,0.56
SERPINF1,KLHL8,0.53
SERPINF1,L3MBTL2,0.62
SERPINF1,PTPN11,0.37
SERPINF1,SGTB,0.80082216008
SERPINF1,TUBA4A,0.35
SERPINF2,DAPP1,0.35
SERPINF2,PLAT,0.35
SERPINF2,POMGNT2,0.35
SERPINF2,RNASEH1,0.35
SERPING1,ARFGAP2,0.53
SERPING1,CREB3,0.56
SERPING1,GALNT12,0.35
SERPING1,GRN,0.35
SERPING1,HSPA5,0.35
SERPING1,MASP2,0.68
SERPING1,NR4A1,0.37
SERPING1,PLAT,0.5
SERPING1,SEL1L3,0.35
SERPING1,SLC30A2,0.56
SERPING1,ZNG1C,0.53
SERPINH1,AK2,0.56
SERPINH1,ATXN1,0.56
SERPINH1,ATXN3,0.56
SERPINH1,CDH1,0.56
SERPINH1,COL25A1,0.56
SERPINH1,CRELD2,0.37
SERPINH1,CSNK1D,0.56
SERPINH1,FEZ1,0.37
SERPINH1,IDH1,0.56
SERPINH1,ITGAV,0.56
SERPINH1,MYNN,0.56
SERPINH1,PPIB,0.4
SERPINH1,PSMD2,0.61
SERPINH1,PTN,0.56
SERPINH1,SGCA,0.56
SERPINH1,SNX20,0.56
SERPINI1,TSC2,0.37
SERPINI2,H2BC9,0.4
SERPINI2,HPCAL1,0.737794646255
SERPINI2,LEPR,0.35
SERPINI2,NUP58,0.4
SERPINI2,PDIA5,0.35
SERPINI2,SGTA,0.924501416155
SERPINI2,SGTB,0.883600927555
SERPINI2,SNIP1,0.35
SERPINI2,UBQLN1,0.9
SERPINI2,UBQLN2,0.907396578408
SERPINI2,UBQLN4,-1.0
SERTAD1,CHURC1,0.37
SERTAD1,CIB3,0.56
SERTAD1,CKS1B,0.56
SERTAD1,COPB1,0.37
SERTAD1,EGLN3,0.56
SERTAD1,FAH,0.56
SERTAD1,FXR1,0.37
SERTAD1,GALT,0.35
SERTAD1,HNRNPU,0.4
SERTAD1,IGKC,0.35
SERTAD1,KLHL42,0.67
SERTAD1,LHPP,0.35
SERTAD1,MMAB,0.35
SERTAD1,P4HA3,0.56
SERTAD1,PATE1,0.56
SERTAD1,POT1,0.37
SERTAD1,PPP2CA,0.35
SERTAD1,PPP2R1B,0.35
SERTAD1,PPP2R2A,0.35
SERTAD1,PPP2R2D,0.35
SERTAD1,PSORS1C2,0.56
SERTAD1,RBX1,0.37
SERTAD1,RHOB,0.37
SERTAD1,ROPN1,0.56
SERTAD1,SETD7,0.51
SERTAD1,SSX7,0.884919581969
SERTAD1,STAT5B,0.37
SERTAD1,TPK1,0.35
SERTAD1,TPMT,0.35
SERTAD1,TSC1,0.37
SERTAD1,ZNF410,0.56
SERTAD2,AIRIM,0.56
SERTAD2,CTNNA3,0.56
SERTAD2,EP300,0.35
SERTAD2,ESPNL,0.56
SERTAD2,HAPLN3,0.53
SERTAD2,HELLS,0.56
SERTAD2,IGFN1,0.56
SERTAD2,KAT5,0.56
SERTAD2,PARVG,0.56
SERTAD2,PIK3R3,0.56
SERTAD2,PPP2CA,0.35
SERTAD2,PPP2CB,0.35
SERTAD2,PPP2R1A,0.53
SERTAD2,PPP2R1B,0.35
SERTAD2,PPP2R2A,0.35
SERTAD2,PPP2R2C,0.53
SERTAD2,PPP2R2D,0.53
SERTAD2,STRA8,0.56
SERTAD2,TNS2,0.56
SERTAD2,ZNF524,0.56
SERTAD2,ZNF581,0.56
SERTAD3,ANKRD11,0.56
SERTAD3,FBXO44,0.56
SERTAD3,HEMK1,0.56
SERTAD3,KPNA2,0.67
SERTAD3,RPA2,0.6
SERTAD3,SNRPB,0.6
SERTAD3,SPG11,0.56
SERTAD3,TFAP2C,0.37
SERTAD3,UBL5,0.6
SERTAD3,USHBP1,0.79
SERTAD4,BCAP31,0.4
SERTAD4,DCX,0.35
SERTAD4,POTEF,0.53
SERTAD4,PPP2CA,0.53
SERTAD4,PPP2CB,0.35
SERTAD4,PPP2R1A,0.73
SERTAD4,PPP2R1B,0.35
SERTAD4,PPP2R2A,0.64
SERTAD4,PPP2R2C,0.53
SERTAD4,PPP2R2D,0.73
SERTAD4,ZFP1,0.35
SERTAD4,ZNF235,0.35
SERTM1,CD53,0.660635933093
SERTM1,CLDN7,0.660554084833
SERTM1,EMP1,0.700835810423
SERTM1,GJB1,0.715671879794
SERTM1,GPR42,0.652444744016
SERTM1,GPX8,0.639908854379
SERTM1,KCNJ6,0.664574385089
SERTM1,LHFPL5,0.56
SERTM1,LRRC4C,0.56
SERTM1,MS4A4A,0.716654218986
SERTM1,MTIF3,0.56
SERTM1,SPACA1,0.56
SERTM1,TMEM19,0.56
SESN1,SQSTM1,0.4
SESN1,WDR59,0.4
SESN2,ATG13,0.35
SESN2,KEAP1,0.5
SESN2,MIOS,0.71
SESN2,NPRL2,0.35
SESN2,NPRL3,0.53
SESN2,RB1CC1,0.35
SESN2,RBX1,0.64
SESN2,SESN2,0.35
SESN2,SQSTM1,0.73
SESN2,SZT2,0.35
SESN2,ULK1,0.35
SESN2,WDR24,0.89
SESN2,WDR59,0.64
SESN3,MYCBP2,0.35
SESN3,NPRL3,0.35
SESN3,WDR59,0.35
SESN3,ZFP1,0.35
SESTD1,CBX8,0.56
SESTD1,GPS2,0.78
SESTD1,HSF4,0.56
SESTD1,RABGEF1,0.56
SESTD1,STMN1,0.56
SESTD1,STMN2,0.67
SESTD1,ZNF830,0.56
SET,ABT1,0.35
SET,CBX6,0.35
SET,CCDC137,0.35
SET,CDCA8,0.56
SET,DDX18,0.53
SET,DDX24,0.35
SET,ELF4,0.37
SET,ENO1,0.37
SET,FAM111B,0.879642295202
SET,FOS,1.0
SET,FOXO1,0.59
SET,GNL2,0.35
SET,GNPDA2,0.35
SET,H2BC5,0.35
SET,HADHB,0.35
SET,HSPA14,0.35
SET,JUNB,0.37
SET,KAT5,0.56
SET,KIFC1,0.35
SET,KMT2A,0.35
SET,KRR1,0.35
SET,LMO3,0.56
SET,MDM2,1.0
SET,MEOX2,0.56
SET,MRPS10,0.35
SET,MRPS7,0.35
SET,NIFK,0.35
SET,NOP16,0.35
SET,NUPR1,0.37
SET,PAX6,0.879397934635
SET,PPAN,0.35
SET,PRKAR1A,0.52
SET,PRKCA,0.56
SET,PTMA,0.51
SET,RAC1,0.68
SET,REPIN1,0.56
SET,REXO4,0.35
SET,RPL23A,0.53
SET,RPL35,0.35
SET,RPL36AL,0.35
SET,RPL7L1,0.35
SET,RPS4Y2,0.35
SET,RRN3,0.4
SET,RRP1B,0.35
SET,SDCBP,0.924849114969
SET,SET,0.44
SET,SETDB1,0.56
SET,SGO2,0.865702504096
SET,SPRED1,0.56
SET,TAF1B,0.52
SET,TAF1C,0.63
SET,TBP,0.63
SET,TERF1,0.37
SET,TERF2,0.37
SET,TERF2IP,0.37
SET,TEX35,0.739570971217
SET,TFAM,0.35
SET,THAP7,0.927444593981
SET,TLE5,0.698955898996
SET,TSPYL1,0.35
SET,TSPYL2,0.35
SET,UBTF,0.64
SET,UTP23,0.35
SET,WDR46,0.35
SET,YWHAG,0.56
SET,ZDBF2,0.35
SET,ZFP91,0.35
SET,ZNF17,0.808610272928
SET,ZNF438,0.866838633826
SET,ZNF85,0.56
SETBP1,H2BC9,0.4
SETBP1,KIAA1147,0.56
SETBP1,PLEKHF2,0.888261890839
SETBP1,PTPN11,0.27
SETBP1,SETBP1,0.37
SETBP1,SMARCA4,0.27
SETBP1,SPANXA2,0.56
SETBP1,SPANXC,0.56
SETBP1,SPANXD,0.56
SETBP1,SPOP,0.27
SETBP1,SUMO1P1,0.56
SETBP1,TP53,0.27
SETBP1,UBE2I,0.673366876815
SETBP1,XAGE1B,0.56
SETBP1,YAF2,0.56
SETD1A,ASH2L,0.76
SETD1A,CXXC1,0.76
SETD1A,DPY30,0.53
SETD1A,RBBP5,0.74
SETD1A,TP53,0.53
SETD1A,WDR5,0.88
SETD1A,WDR82,0.53
SETD1B,ASH2L,0.73
SETD1B,CXXC1,0.64
SETD1B,DPY30,0.35
SETD1B,H1-1,0.4
SETD1B,H1-2,0.4
SETD1B,MVD,0.35
SETD1B,RBBP5,0.64
SETD1B,RBM26,0.35
SETD1B,WBP4,0.35
SETD1B,WDR5,0.84
SETD1B,ZC3H3,0.35
SETD2,ARX,0.37
SETD2,CENPF,0.4
SETD2,CIC,-1.0
SETD2,HTT,0.37
SETD2,NPM1,0.4
SETD2,SHANK3,0.37
SETD2,SIAH2,0.37
SETD2,SMAD3,0.51
SETD3,APLNR,0.37
SETD3,LRRC15,0.4
SETD3,PMVK,0.35
SETD3,SNX3,0.35
SETD4,CORO7,0.35
SETD4,GBE1,0.35
SETD4,GDF15,0.35
SETD4,H1-2,0.35
SETD4,LGALS7B,0.35
SETD4,LRRC59,0.35
SETD4,PMM2,0.35
SETD4,RPL36,0.35
SETD4,RPL37A,0.35
SETD4,SNRPD2,0.35
SETD4,TADA3,0.35
SETD4,TCEAL1,0.35
SETD4,USP11,0.35
SETD4,WWP1,0.35
SETD5,CALCOCO2,0.834449845718
SETD5,CEP70,0.56
SETD5,DPPA2,0.37
SETD5,KRT40,0.56
SETD5,LDOC1,0.49
SETD5,MTUS2,0.56
SETD5,PLEKHG4,0.845031574835
SETD5,SORBS3,0.84290172741
SETD5,TP53BP2,0.891516408379
SETD6,ASMTL,0.35
SETD6,CHCHD2,0.35
SETD6,DHRS13,0.35
SETD6,FARSA,0.35
SETD6,GFPT2,0.35
SETD6,LYPLAL1,0.35
SETD6,MYO9B,0.35
SETD6,POMGNT1,0.35
SETD6,PPFIA2,0.35
SETD6,PPOX,0.35
SETD6,RHBDD2,0.35
SETD6,RHBDF2,0.35
SETD6,SETD6,0.44
SETD6,SLC25A16,0.35
SETD6,SLC25A29,0.35
SETD6,TLCD3A,0.35
SETD7,ANXA2,0.35
SETD7,ARG1,0.35
SETD7,BLMH,0.35
SETD7,CASP14,0.35
SETD7,CHCHD2P9,0.35
SETD7,DCD,0.35
SETD7,DNMT1,0.74
SETD7,H1-2,0.35
SETD7,H2AC20,0.35
SETD7,H3C12,0.62
SETD7,MYL12B,0.35
SETD7,MYL6,0.35
SETD7,NR2F2,0.37
SETD7,PCNA,0.37
SETD7,PPM1B,0.35
SETD7,PRKAR1A,0.37
SETD7,RB1,0.44
SETD7,RELA,0.74
SETD7,RPL29,0.35
SETD7,SERTAD1,0.51
SETD7,SETD7,0.44
SETD7,SIRT1,0.67
SETD7,STEAP3,0.37
SETD7,TAF10,0.56
SETD7,TAF7,0.44
SETD7,TGM3,0.35
SETD7,TP53,0.92
SETD7,TXN,0.35
SETD9,CRK,0.37
SETD9,HSPD1,0.35
SETD9,PLCG2,0.37
SETD9,USO1,0.5
SETDB1,ACAP1,0.56
SETDB1,ACOT9,0.35
SETDB1,AKT1,0.72
SETDB1,AKT2,0.4
SETDB1,ANKRD17,0.35
SETDB1,APC,0.37
SETDB1,ATF7IP,0.53
SETDB1,ATP2A1,0.35
SETDB1,BARD1,0.37
SETDB1,BID,0.37
SETDB1,CCDC85C,0.53
SETDB1,CDC73,0.4
SETDB1,CDK4,0.55
SETDB1,CDKN1A,0.37
SETDB1,CENPV,0.56
SETDB1,CIB1,0.56
SETDB1,DNMT3A,0.61
SETDB1,DNMT3B,0.4
SETDB1,DRD1,0.56
SETDB1,EXOC4,0.35
SETDB1,EXOC5,0.35
SETDB1,FAF2,0.53
SETDB1,FBXO30,0.35
SETDB1,FKBPL,0.4
SETDB1,GPR160,0.56
SETDB1,GRB10,0.56
SETDB1,HDAC1,0.35
SETDB1,HSF2BP,0.882276503663
SETDB1,HSP90AB1,0.4
SETDB1,IGBP1,0.56
SETDB1,IGFBP3,0.56
SETDB1,IL3RA,0.56
SETDB1,LETMD1,0.35
SETDB1,LRIF1,0.37
SETDB1,LUC7L2,0.37
SETDB1,MAP4K5,0.37
SETDB1,MBD1,0.58
SETDB1,MCUB,0.5
SETDB1,MED19,0.56
SETDB1,MLF1,0.4
SETDB1,MNDA,0.56
SETDB1,MPHOSPH8,0.56
SETDB1,MRPL44,0.55
SETDB1,MZT2B,0.37
SETDB1,PCYT2,0.37
SETDB1,PDCD2,0.56
SETDB1,PTEN,0.27
SETDB1,PTPN11,0.27
SETDB1,RCC1L,0.56
SETDB1,RMND1,0.56
SETDB1,SDHC,0.56
SETDB1,SGTA,0.4
SETDB1,SKIL,0.37
SETDB1,SMAD4,0.27
SETDB1,SMARCA4,0.27
SETDB1,SNX33,0.56
SETDB1,STIM1,0.56
SETDB1,SUMO2,0.55
SETDB1,TASOR,0.35
SETDB1,TCERG1,0.37
SETDB1,TFAP2B,0.56
SETDB1,TP53,0.27
SETDB1,TRIP6,0.847526432082
SETDB1,TSC22D1,0.55
SETDB1,TTC1,0.35
SETDB1,UBE2I,0.55
SETDB1,WWOX,0.56
SETDB1,ZDHHC17,0.51
SETDB1,Q96BE0,0.4
SETDB2,ARL14EP,0.842028771307
SETDB2,DHX16,0.35
SETDB2,DSG4,0.35
SETDB2,DUSP14,0.35
SETDB2,HEPHL1,0.35
SETDB2,IL1F10,0.35
SETDB2,LRRC15,0.35
SETDB2,LYG2,0.35
SETDB2,NDUFV3,0.4
SETDB2,SELENBP1,0.35
SETDB2,SENP7,0.35
SETDB2,ZNF445,0.35
SETMAR,APPBP2,0.35
SETMAR,CAPG,0.35
SETMAR,DOC2A,0.35
SETMAR,ELOB,0.35
SETMAR,ELOC,0.35
SETMAR,HSPA8,0.53
SETMAR,PCBP1,0.35
SETMAR,PCBP2,0.35
SETMAR,SETX,0.35
SETMAR,TRUB1,0.35
SETMAR,YJU2,0.62
SETX,ARHGAP1,0.35
SETX,CD2AP,0.35
SETX,CHD3,0.37
SETX,EXOSC9,0.37
SETX,FAHD2A,0.35
SETX,HIPK2,0.37
SETX,NME2P1,0.35
SETX,PAK1,0.35
SETX,PAK2,0.35
SETX,PIAS1,0.37
SETX,POLR2A,0.61
SETX,PPIB,0.4
SETX,SETX,0.59
SETX,SUMO1,0.37
SETX,TDG,0.37
SETX,TOPORS,0.37
SETX,TSG101,0.35
SETX,UBA2,0.37
SETX,UBC,0.37
SETX,UBE2I,0.55
SETX,UBE2T,0.35
SETX,USP2,0.56
SETX,VPS28,0.35
SEZ6,LMF1,0.35
SEZ6,METAP2,0.35
SEZ6,RPL23,0.35
SEZ6,SNX17,0.35
SEZ6,UBQLN2,0.876116781306
SEZ6L,GPRASP2,0.869970993784
SEZ6L,MYADM,0.35
SEZ6L,PTPRD,0.35
SEZ6L,PTPRS,0.35
SEZ6L,SNX17,0.35
SEZ6L,UBQLN1,0.865382968309
SEZ6L,UBQLN2,0.892749361496
SEZ6L2,FOXA1,0.37
SEZ6L2,OASL,0.37
SEZ6L2,UNG,0.37
SF1,ABL1,0.37
SF1,ABL2,0.37
SF1,ACIN1,0.35
SF1,ANXA6,0.35
SF1,BCAS2,0.37
SF1,BRD2,0.35
SF1,CD2BP2,0.44
SF1,CDC5L,0.35
SF1,CDK11B,0.35
SF1,CEP104,0.37
SF1,CHERP,0.58
SF1,CIAO1,0.56
SF1,CKB,0.35
SF1,CLTC,0.37
SF1,DAZAP1,0.37
SF1,DDX17,0.67
SF1,DDX23,0.35
SF1,DDX42,0.35
SF1,DHX15,0.35
SF1,DNAJC8,0.35
SF1,EFTUD2,0.37
SF1,EIF3A,0.35
SF1,EIF3C,0.35
SF1,FAM168A,0.67
SF1,FUBP3,0.37
SF1,GAS7,0.4
SF1,HNRNPAB,0.37
SF1,HNRNPD,0.37
SF1,HNRNPDL,0.37
SF1,HSPA4L,0.35
SF1,KDM4B,0.37
SF1,KHDC4,0.37
SF1,KPNA1,0.37
SF1,KPNA2,0.37
SF1,KPNA3,0.37
SF1,KPNA4,0.37
SF1,KPNA6,0.37
SF1,KRTAP26-1,0.56
SF1,MBTD1,0.37
SF1,MKRN3,0.56
SF1,NCBP1,0.35
SF1,NCBP2,0.35
SF1,NUP155,0.37
SF1,PCNP,0.35
SF1,PIK3C2B,0.37
SF1,PPIH,0.35
SF1,PRMT2,0.37
SF1,PRPF31,0.35
SF1,PRPF40A,0.48
SF1,PRPF6,0.35
SF1,PSMA3,0.56
SF1,PUF60,0.56
SF1,RBM10,0.37
SF1,RBM17,0.73
SF1,RBM25,0.35
SF1,RBM39,0.35
SF1,RBM5,0.37
SF1,RBMS2,0.37
SF1,RBPMS,0.55
SF1,SAFB2,0.35
SF1,SART1,0.35
SF1,SCP2,0.37
SF1,SF1,0.55
SF1,SF3A1,0.71
SF1,SF3A2,0.56
SF1,SF3A3,0.35
SF1,SF3B1,0.35
SF1,SF3B2,0.35
SF1,SF3B3,0.35
SF1,SF3B4,0.37
SF1,SF3B5,0.35
SF1,SF3B6,0.35
SF1,SMU1,0.35
